Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,Unnamed: 0
48.0,moderate,8358,car,2.0,female,kaggle,quite rich,own,good,30,945.0
48.0,little,6999,radio/TV,2.0,male,kaggle,little,own,bad,34,552.0
18.0,little,1131,furniture/equipment,2.0,female,kaggle,little,own,bad,33,166.0
30.0,moderate,4280,business,1.0,female,kaggle,moderate,rent,bad,26,739.0
24.0,moderate,1355,car,1.0,female,kaggle,little,own,bad,25,634.0
9.0,little,1422,car,3.0,male,kaggle,little,free,bad,27,878.0
6.0,little,14896,car,3.0,male,kaggle,little,own,bad,68,917.0
12.0,moderate,2762,furniture/equipment,2.0,female,kaggle,,own,bad,25,424.0
36.0,little,987657,education,3.0,female,kaggle,little,own,bad,25,771.0
12.0,little,3651,car,2.0,male,kaggle,rich,own,good,31,689.0
15.0,,3029,car,2.0,male,kaggle,little,own,good,33,749.0
24.0,rich,947,car,2.0,male,kaggle,little,free,bad,38,648.0
18.0,little,2473,furniture/equipment,0.0,male,kaggle,little,own,bad,25,364.0
12.0,moderate,685,car,1.0,male,kaggle,little,own,bad,25,313.0
18.0,,1505,radio/TV,3.0,male,kaggle,little,free,good,32,717.0
12.0,,707,radio/TV,2.0,male,kaggle,little,own,good,30,222.0
33.0,,7253,,3.0,male,kaggle,little,own,,35,411.0
42.0,little,7174,radio/TV,3.0,female,kaggle,,own,bad,30,116.0
12.0,little,1498,radio/TV,2.0,female,kaggle,little,own,good,23,934.0
24.0,,1474,car,2.0,male,kaggle,moderate,own,good,33,855.0
48.0,,6110,education,2.0,male,kaggle,little,free,good,31,36.0
36.0,little,6887,education,2.0,male,kaggle,little,own,bad,29,131.0
12.0,little,3499,car,2.0,female,kaggle,little,own,bad,29,129.0
36.0,moderate,12389,car,2.0,male,kaggle,,free,bad,37,563.0
18.0,,6761,car,2.0,male,kaggle,,rent,bad,68,846.0
6.0,little,860,car,2.0,female,kaggle,little,own,good,39,146.0
48.0,moderate,8487,car,2.0,female,kaggle,,own,good,24,130.0
24.0,little,2439,radio/TV,2.0,female,kaggle,little,own,bad,35,862.0
15.0,little,1053,radio/TV,2.0,male,kaggle,little,own,good,27,407.0
24.0,little,7721,furniture/equipment,2.0,female,kaggle,,own,good,30,108.0
18.0,little,976,car,1.0,female,kaggle,little,own,bad,23,751.0
18.0,little,1049,furniture/equipment,2.0,female,kaggle,little,rent,good,21,926.0
24.0,little,1381,car,2.0,female,kaggle,,own,bad,35,414.0
24.0,little,6872,furniture/equipment,2.0,male,kaggle,little,own,bad,55,924.0
6.0,little,609,car,2.0,female,kaggle,little,own,good,37,515.0
12.0,moderate,1995,car,2.0,male,kaggle,moderate,own,good,27,553.0
24.0,moderate,4241,business,1.0,male,kaggle,,own,bad,36,597.0
24.0,little,3234,furniture/equipment,1.0,female,kaggle,little,rent,bad,23,570.0
16.0,little,2625,car,2.0,male,kaggle,little,rent,bad,43,900.0
48.0,little,7119,furniture/equipment,2.0,male,kaggle,little,free,bad,53,522.0
24.0,,1559,business,2.0,male,kaggle,little,own,good,50,843.0
48.0,moderate,12204,business,3.0,male,kaggle,,own,good,,615.0
6.0,little,662,car,1.0,male,kaggle,little,own,good,41,529.0
15.0,moderate,1444,radio/TV,2.0,male,kaggle,,own,good,23,632.0
,,,,,,kaggle,,,good,37,564.0
24.0,,2978,business,2.0,male,kaggle,,own,good,32,223.0
27.0,moderate,2520,radio/TV,1.0,male,kaggle,quite rich,own,bad,23,966.0
21.0,moderate,2767,business,1.0,male,kaggle,moderate,rent,bad,61,237.0
18.0,,3229,car,3.0,male,kaggle,,own,good,38,352.0
6.0,,660,repairs,1.0,male,kaggle,quite rich,rent,good,23,436.0
48.0,,10222,radio/TV,2.0,male,kaggle,,own,good,37,657.0
12.0,little,1262,furniture/equipment,1.0,male,kaggle,,own,good,49,277.0
12.0,rich,,,2.0,,kaggle,quite rich,own,,28,409.0
9.0,,1313,furniture/equipment,2.0,male,kaggle,little,own,good,20,428.0
24.0,little,2812,car,2.0,female,kaggle,,rent,good,26,770.0
24.0,little,2483,furniture/equipment,2.0,male,kaggle,quite rich,own,good,22,743.0
36.0,little,9629,car,2.0,male,kaggle,little,own,bad,24,812.0
,,,,,,kaggle,,,bad,29,557.0
15.0,,1478,radio/TV,2.0,male,kaggle,little,own,good,33,682.0
12.0,,1386,car,2.0,female,kaggle,quite rich,own,bad,26,647.0
6.0,little,343,domestic appliances,2.0,female,kaggle,little,own,good,27,458.0
18.0,little,2124,furniture/equipment,2.0,female,kaggle,little,rent,bad,24,761.0
9.0,,2406,furniture/equipment,3.0,male,kaggle,little,own,good,31,394.0
24.0,,,radio/TV,2.0,male,kaggle,,own,good,53,16.0
30.0,little,10623,car,3.0,male,kaggle,little,free,good,38,205.0
12.0,,2279,radio/TV,2.0,male,kaggle,,free,good,37,681.0
13.0,,1409,radio/TV,2.0,female,kaggle,moderate,own,good,64,987.0
24.0,moderate,3512,car,2.0,male,kaggle,moderate,own,good,38,158.0
10.0,,2069,furniture/equipment,,male,kaggle,,,good,26,24.0
12.0,,1503,car,2.0,male,kaggle,little,rent,good,41,532.0
36.0,rich,5848,radio/TV,2.0,male,kaggle,little,own,good,24,152.0
36.0,,2613,repairs,2.0,male,kaggle,little,own,good,27,225.0
15.0,little,2511,car,2.0,female,kaggle,little,rent,good,23,746.0
48.0,,4844,business,3.0,male,kaggle,little,rent,bad,33,981.0
48.0,moderate,5096,furniture/equipment,3.0,female,kaggle,little,own,bad,30,444.0
36.0,moderate,12612,education,2.0,male,kaggle,moderate,free,bad,47,87.0
18.0,moderate,3872,repairs,2.0,female,kaggle,little,own,good,67,779.0
30.0,moderate,1715,radio/TV,2.0,female,kaggle,,own,good,26,965.0
24.0,moderate,5743,education,2.0,female,kaggle,little,free,good,24,340.0
36.0,,2862,car,,,kaggle,,,good,,687.0
36.0,moderate,3804,radio/TV,2.0,female,kaggle,little,own,bad,42,301.0
12.0,,701,education,2.0,male,kaggle,little,own,good,32,318.0
60.0,,6527,car,2.0,male,kaggle,,free,good,34,685.0
6.0,,250,car,1.0,female,kaggle,rich,own,good,41,725.0
24.0,little,1987,radio/TV,1.0,male,kaggle,little,rent,bad,21,731.0
12.0,,2141,356,2.0,male,kaggle,moderate,own,good,35,232.0
21.0,,2476,car,3.0,male,kaggle,,own,good,46,712.0
24.0,little,1442,car,2.0,female,kaggle,little,rent,bad,23,596.0
12.0,little,1498,radio/TV,2.0,female,kaggle,little,own,good,23,934.0
24.0,little,2439,radio/TV,2.0,female,kaggle,little,own,bad,35,862.0
9.0,moderate,1136,education,2.0,male,kaggle,rich,free,bad,32,349.0
7.0,moderate,2329,radio/TV,2.0,female,kaggle,little,own,good,45,600.0
24.0,moderate,1837,education,1.0,female,kaggle,little,free,bad,34,602.0
24.0,moderate,4113,car,2.0,female,kaggle,quite rich,rent,bad,28,952.0
48.0,little,6331,car,2.0,male,kaggle,little,free,bad,46,701.0
15.0,,1300,car,2.0,male,kaggle,,,good,45,609.0
8.0,little,3398,car,1.0,male,kaggle,little,own,good,39,325.0
12.0,,930,radio/TV,2.0,male,kaggle,,own,good,65,807.0
18.0,moderate,3001,furniture/equipment,2.0,female,kaggle,little,rent,good,40,369.0
12.0,moderate,1007,car,2.0,male,kaggle,rich,own,good,22,67.0
12.0,rich,1474,furniture/equipment,3.0,female,kaggle,little,own,good,33,34.0
6.0,little,1198,education,2.0,female,kaggle,little,free,bad,35,711.0
24.0,,5103,radio/TV,2.0,male,kaggle,little,free,good,47,683.0
24.0,,,radio/TV,,,kaggle,,,good,,
30.0,moderate,2181,car,2.0,male,kaggle,,own,good,36,882.0
4.0,,1455,car,1.0,male,kaggle,little,own,good,42,
9.0,little,1366,radio/TV,2.0,female,kaggle,little,rent,bad,22,922.0
24.0,,3863,business,2.0,male,kaggle,little,free,good,32,599.0
18.0,little,4380,car,1.0,male,kaggle,moderate,own,good,35,737.0
18.0,little,1217,domestic appliances,1.0,male,kaggle,little,own,bad,47,588.0
60.0,moderate,9157,radio/TV,,,kaggle,,free,good,27,616.0
24.0,little,3632,car,2.0,female,kaggle,little,rent,good,22,
18.0,little,2249,car,3.0,male,kaggle,moderate,own,good,30,88.0
36.0,,7678,furniture/equipment,2.0,female,kaggle,quite rich,own,good,40,870.0
10.0,little,2132,furniture/equipment,2.0,female,kaggle,,rent,good,27,117.0
24.0,,,car,,,kaggle,,,bad,,
24.0,rich,1275,business,2.0,male,kaggle,rich,own,good,36,729.0
12.0,moderate,1155,radio/TV,1.0,male,kaggle,little,own,good,40,765.0
9.0,rich,745,radio/TV,1.0,female,kaggle,little,own,bad,28,936.0
18.0,little,1442,car,1.0,male,kaggle,little,free,bad,32,853.0
42.0,little,4370,radio/TV,2.0,male,kaggle,little,own,bad,26,639.0
36.0,moderate,2384,repairs,1.0,male,kaggle,little,rent,bad,33,583.0
15.0,little,975,furniture/equipment,2.0,male,kaggle,little,own,good,25,690.0
30.0,,7485,car,3.0,female,kaggle,,own,bad,53,175.0
27.0,moderate,8318,business,3.0,female,kaggle,little,free,bad,42,491.0
12.0,,1386,car,2.0,female,kaggle,quite rich,own,,26,647.0
,,,,2.0,male,kaggle,little,own,,26,481.0
12.0,little,1282,furniture/equipment,2.0,female,kaggle,little,rent,bad,20,155.0
15.0,moderate,802,radio/TV,2.0,male,kaggle,little,own,bad,37,265.0
15.0,little,1845,furniture/equipment,2.0,female,kaggle,little,rent,good,46,
60.0,,13756,car,3.0,male,kaggle,,free,good,63,373.0
24.0,little,1358,vacation/others,3.0,male,kaggle,,own,bad,40,594.0
10.0,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,864.0
10.0,,1287,car,1.0,male,kaggle,,own,good,45,297.0
12.0,little,1082,car,2.0,male,kaggle,little,own,bad,48,835.0
48.0,little,4788,car,2.0,male,kaggle,little,own,good,26,286.0
42.0,little,7174,radio/TV,3.0,female,kaggle,,own,bad,30,116.0
12.0,,1493,radio/TV,2.0,female,kaggle,little,own,good,34,638.0
24.0,,9277,car,2.0,male,kaggle,,free,good,48,881.0
6.0,,1538,education,2.0,female,kaggle,little,own,good,56,680.0
21.0,little,1602,car,2.0,male,kaggle,little,own,good,30,825.0
15.0,little,806,business,1.0,female,kaggle,little,own,good,22,573.0
21.0,,2476,car,3.0,male,kaggle,,own,good,46,712.0
30.0,little,3108,furniture/equipment,1.0,male,kaggle,little,own,bad,31,766.0
18.0,little,7511,car,2.0,male,kaggle,,free,bad,51,796.0
30.0,moderate,1919,radio/TV,3.0,male,kaggle,moderate,own,bad,30,935.0
9.0,,3577,car,2.0,male,kaggle,moderate,rent,good,26,859.0
36.0,little,5493,car,2.0,male,kaggle,little,free,good,42,501.0
15.0,rich,2687,business,2.0,male,kaggle,little,rent,good,26,512.0
24.0,,937,education,1.0,male,kaggle,little,own,good,27,579.0
48.0,little,7685,business,2.0,female,kaggle,little,rent,bad,37,375.0
6.0,rich,709,car,0.0,male,kaggle,rich,own,good,27,140.0
12.0,moderate,1484,radio/TV,2.0,male,kaggle,,own,bad,25,435.0
6.0,,1595,radio/TV,2.0,male,kaggle,little,own,good,51,241.0
8.0,moderate,907,business,2.0,male,kaggle,little,own,good,26,810.0
10.0,,1347,radio/TV,,,kaggle,,,good,,686.0
6.0,moderate,1068,radio/TV,2.0,male,kaggle,little,own,good,28,329.0
24.0,little,1371,car,2.0,female,kaggle,,rent,bad,25,775.0
48.0,little,4308,business,2.0,female,kaggle,little,rent,bad,24,11.0
60.0,,10366,car,3.0,male,kaggle,little,own,good,42,672.0
12.0,moderate,585,radio/TV,2.0,,kaggle,little,,,20,513.0
24.0,moderate,3878,car,2.0,male,kaggle,moderate,own,good,37,284.0
12.0,,3331,furniture/equipment,2.0,male,kaggle,little,own,good,42,867.0
24.0,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,904.0
6.0,,2080,car,2.0,male,kaggle,quite rich,own,good,24,673.0
18.0,moderate,12976,car,3.0,female,kaggle,little,free,bad,38,381.0
24.0,little,3349,furniture/equipment,2.0,male,kaggle,quite rich,free,bad,30,946.0
18.0,moderate,12976,car,3.0,female,kaggle,little,free,bad,38,381.0
45.0,little,1845,radio/TV,2.0,male,kaggle,little,free,bad,23,998.0
20.0,moderate,,car,3.0,male,kaggle,,rent,good,36,99.0
48.0,,3609,business,2.0,female,kaggle,little,own,good,27,667.0
24.0,,2223,radio/TV,2.0,male,kaggle,moderate,own,good,52,773.0
10.0,moderate,7308,car,3.0,male,kaggle,little,free,good,70,163.0
6.0,rich,1343,car,2.0,male,kaggle,little,own,good,46,871.0
12.0,,3527,car,3.0,male,kaggle,,own,good,45,940.0
24.0,,5507,repairs,2.0,male,kaggle,little,free,good,44,520.0
30.0,rich,qwretryet,radio/TV,1.0,male,kaggle,,own,good,49,956.0
9.0,moderate,1206,radio/TV,2.0,female,kaggle,little,own,good,25,708.0
24.0,,2684,radio/TV,1.0,male,kaggle,little,own,good,35,256.0
36.0,moderate,7432,car,2.0,female,kaggle,little,rent,good,54,815.0
6.0,,250,car,1.0,female,kaggle,rich,own,good,41,725.0
18.0,rich,2864,furniture/equipment,1.0,male,kaggle,little,own,bad,34,543.0
24.0,moderate,2064,furniture/equipment,3.0,female,kaggle,little,own,bad,34,172.0
24.0,rich,1344,car,1.0,male,kaggle,,own,bad,37,302.0
36.0,little,2712,furniture/equipment,2.0,male,kaggle,little,own,bad,41,822.0
24.0,little,3660,radio/TV,2.0,female,kaggle,little,own,good,28,630.0
36.0,,,domestic appliances,,,kaggle,,,good,,
24.0,,4042,car,2.0,male,kaggle,,own,good,43,851.0
18.0,little,1217,domestic appliances,1.0,male,kaggle,little,own,bad,47,588.0
12.0,,1291,radio/TV,2.0,female,kaggle,little,own,good,35,238.0
12.0,,,business,3.0,female,kaggle,little,own,good,29,85.0
18.0,moderate,1056,car,2.0,male,kaggle,little,own,bad,30,580.0
24.0,,2039,radio/TV,2.0,male,kaggle,little,own,bad,,405.0
9.0,rich,1126,radio/TV,2.0,,kaggle,,own,good,49,502.0
9.0,,2301,furniture/equipment,2.0,female,kaggle,moderate,rent,good,22,795.0
12.0,little,759,car,2.0,male,kaggle,,own,bad,26,510.0
6.0,little,666,car,1.0,female,kaggle,rich,own,good,39,250.0
24.0,,1287,car,2.0,female,kaggle,rich,own,good,37,437.0
12.0,moderate,639,repairs,2.0,male,kaggle,little,own,bad,30,127.0
30.0,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,912.0
8.0,little,1164,vacation/others,3.0,male,kaggle,little,free,good,51,72.0
30.0,moderate,8386,furniture/equipment,2.0,male,kaggle,little,own,bad,49,980.0
24.0,moderate,1743,radio/TV,1.0,male,kaggle,little,own,good,48,989.0
24.0,,6842,car,3.0,male,kaggle,,own,good,46,939.0
12.0,,1412,business,3.0,female,kaggle,little,own,good,29,85.0
12.0,,3059,radio/TV,1.0,male,kaggle,rich,own,good,61,8.0
12.0,little,795,education,2.0,female,kaggle,little,own,bad,53,885.0
24.0,little,3349,furniture/equipment,2.0,male,kaggle,quite rich,free,bad,30,
18.0,,2515,furniture/equipment,2.0,male,kaggle,little,own,good,43,298.0
12.0,,1884,car,3.0,male,kaggle,little,own,good,39,440.0
18.0,little,1190,repairs,0.0,female,kaggle,little,free,bad,55,429.0
6.0,little,428,furniture/equipment,2.0,female,kaggle,little,own,good,49,750.0
36.0,,3535,car,2.0,male,kaggle,little,own,good,37,776.0
18.0,,1473,radio/TV,2.0,male,kaggle,little,own,good,39,400.0
9.0,,1449,business,2.0,female,kaggle,little,own,good,27,389.0
12.0,little,1620,furniture/equipment,2.0,female,kaggle,little,own,good,30,441.0
12.0,moderate,2969,furniture/equipment,2.0,female,kaggle,little,rent,bad,25,707.0
10.0,rich,3949,car,1.0,male,kaggle,little,own,good,37,344.0
12.0,little,1680,radio/TV,2.0,male,kaggle,quite rich,own,good,35,114.0
21.0,,12680,car,3.0,male,kaggle,,free,bad,30,763.0
12.0,rich,1881,radio/TV,1.0,female,kaggle,little,rent,good,44,139.0
21.0,,5248,car,2.0,male,kaggle,,own,good,26,748.0
18.0,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,824.0
36.0,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,877.0
24.0,,1516,radio/TV,1.0,female,kaggle,rich,own,good,43,399.0
6.0,,362,car,1.0,female,kaggle,moderate,own,good,52,379.0
6.0,,3518,car,2.0,male,kaggle,little,rent,good,26,489.0
24.0,rich,2892,furniture/equipment,2.0,male,kaggle,little,free,good,51,793.0
24.0,,7814,car,3.0,male,kaggle,little,own,good,38,880.0
36.0,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,877.0
26.0,moderate,7966,car,2.0,male,kaggle,little,own,good,30,525.0
21.0,,5003,car,2.0,female,kaggle,,own,bad,29,557.0
7.0,moderate,2329,radio/TV,2.0,female,kaggle,little,own,good,45,600.0
24.0,moderate,6967,business,3.0,male,kaggle,moderate,rent,good,36,154.0
24.0,little,1747,furniture/equipment,1.0,male,kaggle,little,own,good,24,930.0
27.0,,2570,car,2.0,female,kaggle,little,rent,bad,21,724.0
6.0,,1238,education,3.0,male,kaggle,,own,good,36,473.0
15.0,,3029,car,2.0,male,kaggle,little,own,good,33,749.0
21.0,,3652,business,2.0,male,kaggle,little,own,good,27,620.0
18.0,little,3114,furniture/equipment,2.0,female,kaggle,little,rent,bad,26,475.0
9.0,moderate,5129,car,3.0,female,kaggle,little,free,bad,74,186.0
27.0,moderate,2528,business,2.0,female,kaggle,little,own,good,32,704.0
11.0,moderate,1322,car,2.0,female,kaggle,rich,own,good,40,875.0
18.0,little,1940,radio/TV,3.0,male,kaggle,little,free,good,36,876.0
12.0,,2748,education,1.0,female,kaggle,little,free,good,57,263.0
21.0,little,1602,car,2.0,male,kaggle,little,own,good,30,825.0
21.0,rich,2923,car,3.0,female,kaggle,moderate,own,good,28,982.0
12.0,,3447,education,1.0,female,kaggle,quite rich,own,good,35,244.0
18.0,moderate,1913,business,2.0,male,kaggle,rich,own,good,36,30.0
18.0,little,2600,radio/TV,2.0,male,kaggle,little,free,bad,65,624.0
15.0,,2788,furniture/equipment,2.0,female,kaggle,little,own,good,24,575.0
24.0,,2255,car,2.0,male,kaggle,,own,good,54,514.0
6.0,,700,radio/TV,2.0,male,kaggle,,free,,36,519.0
6.0,,2108,radio/TV,2.0,male,kaggle,little,rent,good,29,193.0
48.0,moderate,5381,vacation/others,0.0,male,kaggle,,free,good,40,310.0
24.0,,4526,business,3.0,male,kaggle,little,own,good,74,606.0
24.0,moderate,11560,car,3.0,female,kaggle,little,rent,bad,23,736.0
30.0,moderate,2503,business,2.0,male,kaggle,moderate,own,good,41,703.0
18.0,,1950,business,2.0,male,kaggle,little,own,good,34,464.0
18.0,little,1216,car,2.0,female,kaggle,little,rent,bad,23,831.0
36.0,,10875,car,2.0,male,kaggle,little,own,good,45,854.0
30.0,rich,3656,radio/TV,1.0,male,kaggle,,own,good,49,956.0
12.0,little,ttqweyuet,car,1.0,female,kaggle,little,own,bad,37,747.0
21.0,moderate,1188,business,2.0,female,kaggle,little,own,bad,39,790.0
12.0,,682,car,2.0,female,kaggle,moderate,own,good,51,147.0
24.0,moderate,1216,radio/TV,2.0,male,kaggle,moderate,own,bad,38,503.0
48.0,,12749,radio/TV,3.0,male,kaggle,quite rich,own,good,37,921.0
36.0,moderate,2820,car,2.0,male,kaggle,little,own,bad,27,578.0
36.0,,4686,car,3.0,male,kaggle,little,free,good,32,511.0
24.0,moderate,4736,furniture/equipment,1.0,female,kaggle,little,own,bad,25,911.0
15.0,rich,2327,radio/TV,1.0,female,kaggle,little,own,bad,25,834.0
30.0,rich,3017,radio/TV,2.0,male,kaggle,little,own,good,47,669.0
18.0,,3422,furniture/equipment,2.0,male,kaggle,little,own,good,47,844.0
24.0,,1851,radio/TV,2.0,male,kaggle,little,own,good,33,643.0
42.0,rich,4796,car,2.0,male,kaggle,little,free,good,56,293.0
18.0,moderate,1295,furniture/equipment,2.0,female,kaggle,little,own,good,27,86.0
30.0,moderate,2181,car,2.0,male,kaggle,,own,good,36,882.0
60.0,moderate,,car,3.0,female,kaggle,moderate,own,bad,24,332.0
24.0,rich,3749,furniture/equipment,2.0,female,kaggle,little,own,good,26,312.0
30.0,rich,1908,business,3.0,male,kaggle,little,own,bad,66,213.0
9.0,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,723.0
15.0,,1459,radio/TV,1.0,female,kaggle,little,own,good,43,345.0
12.0,moderate,888,car,1.0,male,kaggle,little,own,bad,41,656.0
6.0,little,343,domestic appliances,2.0,female,kaggle,little,own,good,27,458.0
60.0,moderate,6288,education,2.0,male,kaggle,little,free,bad,42,938.0
24.0,moderate,11328,vacation/others,3.0,male,kaggle,little,own,bad,29,431.0
48.0,little,4605,car,2.0,male,kaggle,little,free,bad,24,242.0
12.0,,976,radio/TV,2.0,male,kaggle,,own,good,35,803.0
24.0,little,4169,furniture/equipment,2.0,male,kaggle,little,own,good,28,338.0
15.0,,4657,car,2.0,male,kaggle,little,563,good,30,224.0
18.0,moderate,1056,car,2.0,male,kaggle,little,own,bad,30,580.0
4.0,,1455,car,1.0,male,kaggle,little,own,good,42,943.0
24.0,little,2359,furniture/equipment,2.0,male,kaggle,moderate,own,bad,33,918.0
18.0,,1808,furniture/equipment,2.0,female,kaggle,little,own,bad,22,614.0
36.0,,4686,car,3.0,male,kaggle,little,free,good,32,511.0
18.0,moderate,1295,furniture/equipment,2.0,female,kaggle,little,own,good,27,86.0
24.0,little,6579,car,3.0,male,kaggle,little,free,good,29,988.0
24.0,,2611,radio/TV,2.0,male,kaggle,little,own,good,46,839.0
60.0,little,7297,business,2.0,male,kaggle,little,rent,bad,36,973.0
12.0,little,1168,car,1.0,male,kaggle,little,own,good,27,201.0
,little,7476,,3.0,male,kaggle,little,free,good,50,650.0
12.0,little,1409,car,2.0,male,kaggle,little,own,good,54,91.0
18.0,,1126,radio/TV,2.0,female,kaggle,,rent,good,21,386.0
,,,,,,kaggle,,,bad,33,419.0
42.0,little,3965,radio/TV,2.0,male,kaggle,little,own,bad,34,76.0
,,,,1.0,male,kaggle,,own,,49,
6.0,rich,1047,education,1.0,female,kaggle,little,own,good,50,664.0
24.0,,7393,car,1.0,male,kaggle,little,own,good,43,971.0
45.0,little,11816,business,2.0,male,kaggle,little,rent,bad,29,832.0
21.0,little,1647,car,1.0,male,kaggle,,own,bad,40,182.0
15.0,little,1433,furniture/equipment,2.0,female,kaggle,little,rent,good,25,985.0
24.0,moderate,2718,car,1.0,female,kaggle,little,rent,bad,20,593.0
6.0,,362,car,1.0,female,kaggle,moderate,own,good,52,379.0
18.0,moderate,1245,radio/TV,2.0,male,kaggle,little,own,bad,33,474.0
12.0,little,709,radio/TV,1.0,male,kaggle,little,own,bad,57,849.0
15.0,,1471,radio/TV,2.0,male,kaggle,little,free,good,35,852.0
30.0,rich,1908,business,3.0,male,kaggle,little,own,bad,66,213.0
60.0,,10366,car,3.0,male,kaggle,little,own,good,42,672.0
9.0,,2134,car,2.0,male,kaggle,little,own,good,48,20.0
30.0,,5771,radio/TV,2.0,female,kaggle,little,own,good,25,753.0
6.0,,1338,domestic appliances,2.0,male,kaggle,quite rich,own,good,62,816.0
21.0,rich,2319,education,2.0,male,kaggle,little,rent,bad,33,535.0
15.0,,3343,furniture/equipment,2.0,male,kaggle,little,free,good,28,857.0
36.0,little,2712,furniture/equipment,2.0,male,kaggle,little,own,bad,41,822.0
48.0,,3578,radio/TV,2.0,male,kaggle,,own,good,47,115.0
12.0,,618,radio/TV,2.0,male,kaggle,little,own,good,56,
24.0,little,3345,furniture/equipment,3.0,male,kaggle,little,rent,bad,39,919.0
9.0,,2301,furniture/equipment,2.0,female,kaggle,moderate,rent,good,22,795.0
24.0,little,2384,radio/TV,1.0,male,kaggle,little,rent,good,64,678.0
21.0,,5248,car,2.0,male,kaggle,,own,good,26,748.0
18.0,moderate,1113,radio/TV,1.0,female,kaggle,little,own,good,26,524.0
12.0,little,1282,furniture/equipment,2.0,female,kaggle,little,rent,bad,20,155.0
27.0,little,2442,business,3.0,male,kaggle,little,own,good,43,890.0
36.0,little,8065,education,3.0,female,kaggle,little,own,bad,25,771.0
21.0,moderate,2353,car,2.0,male,kaggle,little,own,good,47,
15.0,,1478,radio/TV,2.0,male,kaggle,little,own,good,33,682.0
36.0,little,9629,car,2.0,male,kaggle,little,own,bad,24,812.0
12.0,moderate,1995,car,2.0,male,kaggle,moderate,own,good,27,553.0
6.0,moderate,454,repairs,1.0,male,kaggle,little,own,good,22,964.0
12.0,moderate,6078,car,2.0,male,kaggle,little,own,good,32,107.0
18.0,moderate,3590,business,0.0,male,kaggle,little,own,good,40,950.0
18.0,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,899.0
24.0,,1525,car,2.0,female,kaggle,rich,own,good,34,327.0
21.0,little,1647,car,1.0,male,kaggle,,own,bad,40,182.0
15.0,rich,2327,radio/TV,1.0,female,kaggle,little,own,bad,25,834.0
24.0,little,6872,furniture/equipment,2.0,male,kaggle,little,own,bad,55,924.0
15.0,,,radio/TV,,,kaggle,,,good,,
6.0,,1346,radio/TV,2.0,male,kaggle,moderate,free,good,42,150.0
18.0,moderate,6361,furniture/equipment,2.0,male,kaggle,little,own,good,41,659.0
12.0,moderate,1567,radio/TV,2.0,female,kaggle,little,own,good,22,12.0
30.0,,7596,car,2.0,male,kaggle,,own,good,63,715.0
24.0,,4042,car,2.0,male,kaggle,,own,good,43,851.0
12.0,little,1526,car,3.0,male,kaggle,little,free,good,66,75.0
24.0,little,3149,furniture/equipment,2.0,male,kaggle,little,free,good,22,229.0
,,,,,,kaggle,,,bad,24,561.0
12.0,little,4843,car,2.0,male,kaggle,little,rent,bad,43,668.0
30.0,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,675.0
18.0,moderate,7374,furniture/equipment,3.0,male,kaggle,little,own,good,40,387.0
12.0,rich,3399,radio/TV,3.0,male,kaggle,,own,good,37,361.0
,,,,2.0,female,kaggle,quite rich,rent,,28,
24.0,little,1207,car,2.0,female,kaggle,little,rent,bad,24,504.0
,,,,,,kaggle,,,bad,37,563.0
18.0,,2169,business,2.0,male,kaggle,little,own,bad,28,861.0
24.0,,2835,furniture/equipment,2.0,male,kaggle,quite rich,own,good,53,6.0
15.0,moderate,1308,repairs,1.0,male,kaggle,,own,good,38,641.0
,,3609,business,2.0,female,kaggle,little,own,good,27,667.0
18.0,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,824.0
36.0,moderate,2323,radio/TV,2.0,male,kaggle,little,rent,good,24,101.0
30.0,little,10623,car,3.0,male,kaggle,little,free,good,38,205.0
12.0,,996,repairs,2.0,female,kaggle,,own,good,23,550.0
7.0,,,radio/TV,,,kaggle,,,good,,
24.0,,1597,education,2.0,male,kaggle,little,free,good,54,800.0
15.0,little,806,business,1.0,female,kaggle,little,own,good,22,573.0
6.0,little,860,car,2.0,female,kaggle,little,own,good,39,146.0
21.0,,1572,business,1.0,female,kaggle,rich,own,good,36,592.0
12.0,moderate,1534,radio/TV,2.0,male,kaggle,little,rent,bad,23,540.0
24.0,moderate,3069,furniture/equipment,2.0,male,kaggle,moderate,free,good,30,959.0
24.0,,1393,car,2.0,male,kaggle,little,own,good,31,758.0
36.0,,3079,car,2.0,male,kaggle,,own,good,36,370.0
18.0,little,1880,radio/TV,3.0,male,kaggle,little,own,good,32,644.0
36.0,moderate,2273,education,2.0,male,kaggle,little,own,good,32,530.0
6.0,,,radio/TV,2.0,female,kaggle,little,own,good,24,102.0
36.0,,2394,radio/TV,2.0,female,kaggle,,own,good,25,69.0
10.0,,2901,car,2.0,female,kaggle,,rent,good,31,767.0
